,origin_latitude,origin_longitude,destination_latitude,destination_longitude
2585,-22.89493,-47.080433,-22.905611,-47.052516
2586,-22.903572,-47.050394,-22.901431,-47.092763
2587,-22.906592,-47.097758,-22.90064,-47.06193
2588,-22.8279748,-47.079762,-22.843791,-47.051517
2589,-22.904873,-47.06433,-22.8508277,-47.0692198
2590,-22.8505049,-47.0348646,-22.8190687,-47.0258945
2591,-22.937549,-47.049996,-22.9047374,-47.0416338
2592,-22.8977683,-47.0626547,-22.902133,-47.060294
2593,-22.9307355,-47.03701359999999,-22.93753,-47.043279
2594,-22.8919943,-47.041318,-22.850023,-47.08304
2595,-22.8919943,-47.041318,-22.8779953,-47.0368814
2596,-22.825249,-47.067271,-22.819304,-47.094118
2597,-22.8882477,-47.0587772,-22.85263,-47.019878
2598,-22.9087525,-47.0574942,-22.9006603,-47.0522506
2599,-22.9087525,-47.0574942,-22.911258,-47.054861
2600,-22.9087525,-47.0574942,-22.9118392,-47.0452459
2601,-22.932825,-47.077649,-22.914431,-47.056645
2602,-22.8251501,-47.0721787,-22.8549571,-47.0204712
2603,-22.825296,-47.0794852,-22.8017292,-47.0759242
2604,-22.9016748,-47.0561675,-22.892949,-47.053189
2605,-22.868329,-47.0366924,-22.888083,-47.063362
2606,-22.9096387,-47.06097030000001,-22.89178,-47.055405
2607,-22.9096387,-47.06097030000001,-22.93096,-47.071809
2608,-22.828636,-47.098185,-22.817791,-47.073206
2609,-22.8976105,-47.0499972,-22.882874,-47.04956
2610,-22.8915081,-47.0690609,-22.8911462,-47.0578739
2611,-22.8915081,-47.0690609,-22.923213,-47.078469
2612,-22.8915081,-47.0690609,-22.867532,-47.038541
2613,-22.8915081,-47.0690609,-22.8977361,-47.0591383
2614,-22.896085,-47.051915,-22.914431,-47.056645
2615,-22.8690109,-47.0452076,-22.848194,-47.02455
2616,-22.894191,-47.060141,-22.9166388,-47.052894
2617,-22.9212285,-47.0540593,-22.925908,-47.086915
2618,-22.909324,-47.094724,-22.8949255,-47.075879
2619,-22.8598959,-47.0385039,-22.8169352,-47.0741417
2620,-22.8882589,-47.0656436,-22.888587,-47.085331
2621,-22.8720078,-47.0292625,-22.890399,-47.046977
2622,-22.8720078,-47.0292625,-22.898848,-47.053331
2623,-22.8720078,-47.0292625,-22.8818024,-47.0246995
2624,-22.8720078,-47.0292625,-22.8649144,-47.0663044
2625,-22.8720078,-47.0292625,-22.851695,-47.057124
2626,-22.8720078,-47.0292625,-22.8649144,-47.0663044
2627,-22.8720078,-47.0292625,-22.85344,-47.047042
2628,-22.8720078,-47.0292625,-22.8887488,-47.0524863
2629,-22.8720078,-47.0292625,-22.8539134,-47.04491780000001
2630,-22.8720078,-47.0292625,-22.8983157,-47.0350027
2631,-22.8720078,-47.0292625,-22.85244,-47.054229
2632,-22.8720078,-47.0292625,-22.8535667,-47.0681142
2633,-22.856212,-47.067248,-22.875334,-47.066435
2634,-22.856212,-47.067248,-22.8289984,-47.0756348
2635,-22.8662783,-47.0443377,-22.9003336,-47.053357
2636,-22.8611145,-47.06481,-22.83769,-47.052128
2637,-22.8611145,-47.06481,-22.844274,-47.049151
2638,-22.8181983,-47.0813622,-22.8233885,-47.0932558
2639,-22.8927899,-47.0729831,-22.9110322,-47.0776667
2640,-22.9263472,-47.0399536,-22.9207188,-47.0351641
2641,-22.8698409,-47.0639756,-22.873804,-47.029779
2642,-22.932825,-47.077649,-22.90759,-47.110571
2643,-22.892635,-47.077042,-22.9081322,-47.0534658
2644,-22.892635,-47.077042,-22.897852,-47.064152
2645,-22.934893,-47.048287,-22.9025611,-47.037684
2646,-22.8767846,-47.043745,-22.8755017,-47.0359622
2647,-22.8924987,-47.027448,-22.928247,-47.036859
2648,-22.8924987,-47.027448,-22.902445,-46.996776
2649,-22.8924987,-47.027448,-22.926655,-47.036164
2650,-22.862684,-47.023656,-22.8323795,-47.02295849999999
2651,-22.918173,-47.040697,-22.912705,-47.04579
2652,-22.918173,-47.040697,-22.901071,-47.059566
2653,-22.8959258,-47.0776555,-22.881055,-47.071269
2654,-22.894425,-47.0525693,-22.9169911,-47.0421622
2655,-22.851655,-47.053729,-22.847474,-47.042779
2656,-22.851655,-47.053729,-22.901905,-47.06278
2657,-22.851655,-47.053729,-22.876534,-47.0637
2658,-22.851655,-47.053729,-22.821749,-47.070936
2659,-22.920851,-47.076066,-22.918832,-47.060787
2660,-22.920851,-47.076066,-22.920464,-47.0876838
2661,-22.9018267,-47.05509,-22.87962,-47.024394
2662,-22.9018267,-47.05509,-22.947467,-47.055236
2663,-22.8944635,-47.0804388,-22.862618,-47.063453
2664,-22.892523,-47.027427,-22.89745,-47.0420613
2665,-22.892523,-47.027427,-22.896032,-46.988265
2666,-22.896793,-47.053342,-22.912536,-47.04473
2667,-22.8845076,-47.0576395,-22.895813,-47.060554
2668,-22.8554089,-47.0490776,-22.805798,-47.064148
2669,-22.8886465,-47.0347798,-22.856595,-47.053931
2670,-22.8924987,-47.027448,-22.9008344,-47.0151508
2671,-22.894164,-47.078684,-22.8960048,-47.0984407
2672,-22.894164,-47.078684,-22.8860572,-47.0890972
2673,-22.8071682,-47.0776126,-22.819894,-47.065255
2674,-22.8071682,-47.0776126,-22.808106,-47.069497
2675,-22.8071682,-47.0776126,-22.820913,-47.076797
2676,-22.9207865,-47.0572186,-22.88491,-47.082427
2677,-22.9012142,-47.0603836,-22.91816,-47.10309849999999
2678,-22.9012142,-47.0603836,-22.933073,-47.0361261
2679,-22.9012142,-47.0603836,-22.888215,-47.076023
2680,-22.9012142,-47.0603836,-22.920377,-47.105816
2681,-22.9012142,-47.0603836,-22.902023,-47.067292
2682,-22.9012142,-47.0603836,-22.9049014,-47.0542611
2683,-22.9012142,-47.0603836,-22.851558,-47.071333
2684,-22.9012142,-47.0603836,-22.88021,-47.047792
2685,-22.8549551,-47.0511461,-22.813411,-47.015433
2686,-22.8991657,-47.0510556,-22.8540878,-47.0458732
2687,-22.8991657,-47.0510556,-22.919221,-47.0785622
2688,-22.8334515,-47.07850759999999,-22.8083193,-47.0705261
2689,-22.868982,-47.045134,-22.823697,-47.09374469999999
2690,-22.868982,-47.045134,-22.8210743,-47.0750496
2691,-22.868982,-47.045134,-22.896562,-47.093145
2692,-22.868982,-47.045134,-22.8127121,-47.07577209999999
2693,-22.868982,-47.045134,-22.8184338,-47.0682649
2694,-22.868982,-47.045134,-22.8704285,-47.035449
2695,-22.868982,-47.045134,-22.8337816,-47.0773805
2696,-22.868982,-47.045134,-22.9013246,-47.0683471
2697,-22.868982,-47.045134,-22.8212084,-47.0787808
2698,-22.868982,-47.045134,-22.880007,-47.05056
2699,-22.868982,-47.045134,-22.854886,-47.04586
2700,-22.868982,-47.045134,-22.822649,-47.074964
2701,-22.868982,-47.045134,-22.8224233,-47.0705556
2702,-22.868982,-47.045134,-22.896362,-47.049601
2703,-22.868982,-47.045134,-22.8512859,-47.0672277
2704,-22.868982,-47.045134,-22.825999,-47.069118
2705,-22.868982,-47.045134,-22.824279,-47.07443
2706,-22.868982,-47.045134,-22.8555773,-47.0472587
2707,-22.868982,-47.045134,-22.8838337,-47.0700494
2708,-22.868982,-47.045134,-22.819774,-47.076105
2709,-22.794318,-47.07329,-22.808061,-47.070977
2710,-22.794318,-47.07329,-22.828593,-47.080564
2711,-22.8240909,-47.0803259,-22.821425,-47.088076
2712,-22.892493,-47.051452,-22.928323,-47.036875
2713,-22.8932272,-47.05491019999999,-22.9019741,-47.0740913
2714,-22.937549,-47.049996,-22.9110942,-47.0616132
2715,-22.890384,-47.053835,-22.90311,-47.088139
2716,-22.890384,-47.053835,-22.8627235,-47.0260178
2717,-22.890384,-47.053835,-22.850742,-47.054204
2718,-22.890384,-47.053835,-22.8823356,-47.0460879
2719,-22.890384,-47.053835,-22.899354,-47.054221
2720,-22.890384,-47.053835,-22.85263,-47.052401
2721,-22.890384,-47.053835,-22.905617,-46.999384
2722,-22.890384,-47.053835,-22.898688,-46.993418
2723,-22.9055526,-47.0460936,-22.8793578,-47.0255719
2724,-22.904055,-47.060317,-22.8926352,-47.0770415
2725,-22.904055,-47.060317,-22.902109,-47.060925
2726,-22.8922648,-47.0526573,-22.8539968,-47.0555598
2727,-22.9018267,-47.05509,-22.936715,-47.095814
2728,-22.9018267,-47.05509,-22.926453,-47.036486
2729,-22.9018267,-47.05509,-22.9416357,-47.0562683
2730,-22.896793,-47.053342,-22.900238,-47.051912
2731,-22.8845076,-47.0576395,-22.870633,-47.041162
2732,-22.905657,-47.070652,-22.910098,-47.067137
2733,-22.8554089,-47.0490776,-22.8210495,-47.0764838
2734,-22.856112,-47.046622,-22.884549,-47.04786
2735,-22.8915256,-47.0611617,-22.897315,-47.058479
2736,-22.8919943,-47.041318,-22.901413,-47.01456
2737,-22.8919943,-47.041318,-22.940672,-47.036579
2738,-22.869957,-47.041537,-22.8757474,-47.0311035
2739,-22.90904,-47.0940713,-22.910377,-47.090662
2740,-22.891916,-47.072962,-22.912102,-47.052954
2741,-22.891916,-47.072962,-22.891113,-47.05949
2742,-22.9260905,-47.05044239999999,-22.900345,-47.062595
2743,-22.8882477,-47.0587772,-22.907354,-47.11714
2744,-22.9087525,-47.0574942,-22.912835,-47.0456376
2745,-22.9087525,-47.0574942,-22.915353,-47.062031
2746,-22.8251501,-47.0721787,-22.822188,-47.077936
2747,-22.9091431,-47.0571236,-22.907667,-47.047529
2748,-22.932825,-47.077649,-22.9248628,-47.0678062
2749,-22.885908,-47.068927,-22.900631,-47.050296
2750,-22.8568548,-47.0462289,-22.885015,-47.0858881
2751,-22.8549287,-47.0505574,-22.8202003,-47.0893583
2752,-22.8549287,-47.0505574,-22.9266549,-47.0361641
2753,-22.86535,-47.021172,-22.849549,-47.050864
2754,-22.9008338,-47.0542735,-22.892955,-47.049009
2755,-22.9096387,-47.06097030000001,-22.8773643,-47.05170709999999
2756,-22.9096387,-47.06097030000001,-22.8952204,-47.0277915
2757,-22.9096387,-47.06097030000001,-22.897461,-47.043881
2758,-22.9096387,-47.06097030000001,-22.875943,-47.07022
2759,-22.9096387,-47.06097030000001,-22.908928,-47.094804
2760,-22.828636,-47.098185,-22.820392,-47.089136
2761,-22.89429,-47.047116,-22.8526164,-47.0512925
2762,-22.892635,-47.077042,-22.9118392,-47.0452459
2763,-22.891767,-47.0472336,-22.888834,-47.036601
2764,-22.934893,-47.048287,-22.926758,-47.0649828
2765,-22.8976105,-47.0499972,-22.883,-47.060759
2766,-22.8915081,-47.0690609,-22.925631,-47.075515
2767,-22.8915081,-47.0690609,-22.896855,-47.056019
2768,-22.8915081,-47.0690609,-22.9007146,-47.0826378
2769,-22.8915081,-47.0690609,-22.9253401,-47.0568047
2770,-22.8915081,-47.0690609,-22.8931318,-47.0955302
2771,-22.896085,-47.051915,-22.895308,-47.059452
2772,-22.828799,-47.0788434,-22.8317642,-47.0821112
2773,-22.828799,-47.0788434,-22.822115,-47.091373
2774,-22.828799,-47.0788434,-22.811243,-47.0703
2775,-22.828799,-47.0788434,-22.820825,-47.099867
2776,-22.8690109,-47.0452076,-22.8535565,-47.0466328
2777,-22.8767846,-47.043745,-22.852209,-47.046412
2778,-22.8924987,-47.027448,-22.892022,-47.015776
2779,-22.8924987,-47.027448,-22.9128687,-47.0456874
2780,-22.8288422,-47.0787814,-22.8297784,-47.0956687
2781,-22.918173,-47.040697,-22.881802,-47.0247
2782,-22.918173,-47.040697,-22.8986628,-47.0660369
2783,-22.8805601,-47.0480585,-22.899263,-47.057998
2784,-22.8805601,-47.0480585,-22.9096713,-47.0358238
2785,-22.8805601,-47.0480585,-22.9003719,-47.05917669999999
2786,-22.8959258,-47.0776555,-22.911306,-47.071201
2787,-22.8945742,-47.0484365,-22.869042,-47.063269
2788,-22.8945742,-47.0484365,-22.907286,-47.066482
2789,-22.894807,-47.0550602,-22.87322,-47.043722
2790,-22.894807,-47.0550602,-22.902536,-47.066031
2791,-22.894807,-47.0550602,-22.871595,-47.065134
2792,-22.894807,-47.0550602,-22.909058,-47.058618
2793,-22.894807,-47.0550602,-22.871476,-47.024418
2794,-22.894807,-47.0550602,-22.9028167,-47.0371404
2795,-22.894807,-47.0550602,-22.927588,-47.06908
2796,-22.8572834,-47.0684335,-22.8250849,-47.0715894
2797,-22.8572834,-47.0684335,-22.8214978,-47.0788994
2798,-22.8572834,-47.0684335,-22.8180299,-47.0784279
2799,-22.8572834,-47.0684335,-22.878131,-47.0415599
2800,-22.931465,-47.062712,-22.9220651,-47.0493125
2801,-22.8932023,-47.0548405,-22.881055,-47.071269
2802,-22.8932023,-47.0548405,-22.9131386,-47.0411537
2803,-22.8932023,-47.0548405,-22.899232,-47.050453
2804,-22.8932023,-47.0548405,-22.881246,-47.061078
2805,-22.8932023,-47.0548405,-22.914304,-47.0800217
2806,-22.8932023,-47.0548405,-22.9227179,-47.0727818
2807,-22.8932023,-47.0548405,-22.846288,-47.023534
2808,-22.8932023,-47.0548405,-22.881191,-47.06722
2809,-22.902353,-47.0608489,-22.90379,-47.060402
2810,-22.9010832,-47.049737,-22.898516,-47.065523
2811,-22.864497,-47.022792,-22.8856966,-47.0565479
2812,-22.8893437,-47.0653223,-22.8461861,-47.0387099
2813,-22.8893437,-47.0653223,-22.88471,-47.068451
2814,-22.8893437,-47.0653223,-22.898437,-47.057702
2815,-22.8893437,-47.0653223,-22.911406,-47.054743
2816,-22.89493,-47.080433,-22.8534396,-47.0470418
2817,-22.89493,-47.080433,-22.8942793,-47.0518021
2818,-22.89493,-47.080433,-22.856595,-47.053931
2819,-22.9015562,-47.0600604,-22.914675,-47.053901
2820,-22.904873,-47.06433,-22.9047094,-47.0342643
2821,-22.862719,-47.023881,-22.8501316,-47.0534336
2822,-22.937549,-47.049996,-22.942751,-47.063285
2823,-22.937549,-47.049996,-22.924289,-47.068287
2824,-22.941218,-47.059284,-22.9023684,-47.0628865
2825,-22.8256946,-47.0795132,-22.8252635,-47.07168979999999
2826,-22.8256946,-47.0795132,-22.8141752,-47.07674170000001
2827,-22.8256946,-47.0795132,-22.8155368,-47.0760868
2828,-22.8256946,-47.0795132,-22.827347,-47.089165
2829,-22.8256946,-47.0795132,-22.827042,-47.086552
2830,-22.8256946,-47.0795132,-22.8480993,-47.085781
2831,-22.8232454,-47.0701065,-22.821876,-47.087426
2832,-22.926703,-47.101364,-22.929875,-47.087143
2833,-22.885962,-47.031301,-22.8507614,-47.0316361
2834,-22.885962,-47.031301,-22.899259,-47.026398
2835,-22.932825,-47.077649,-22.902307,-47.068332
2836,-22.932825,-47.077649,-22.9013153,-47.0699665
2837,-22.9101459,-47.08230349999999,-22.8828305,-47.0671554
2838,-22.937552,-47.049975,-22.9266549,-47.0361641
2839,-22.937552,-47.049975,-22.9366323,-47.0658102
2840,-22.937552,-47.049975,-22.946942,-47.042416
2841,-22.937552,-47.049975,-22.9426356,-47.0388307
2842,-22.920851,-47.076066,-22.939906,-47.047791
2843,-22.920851,-47.076066,-22.905067,-47.054086
2844,-22.8863512,-47.06719349999999,-22.905106,-47.061829
2845,-22.8598959,-47.0385039,-22.8990522,-47.0668009
2846,-22.8598959,-47.0385039,-22.8951142,-47.0299923
2847,-22.8598959,-47.0385039,-22.8267915,-47.0710943
2848,-22.900692,-47.063909,-22.894389,-47.048403
2849,-22.8720078,-47.0292625,-22.858277,-47.046215
2850,-22.8720078,-47.0292625,-22.885777,-47.068882
2851,-22.8720078,-47.0292625,-22.878131,-47.0415599
2852,-22.8720078,-47.0292625,-22.839002,-47.029986
2853,-22.856212,-47.067248,-22.82862,-47.097554
2854,-22.8662783,-47.0443377,-22.888908,-47.0546566
2855,-22.8662783,-47.0443377,-22.906135,-47.047423
2856,-22.8611145,-47.06481,-22.866691,-47.021788
2857,-22.848196,-47.063187,-22.8196419,-47.075888
2858,-22.8927899,-47.0729831,-22.8539968,-47.0555598
2859,-22.8927899,-47.0729831,-22.899253,-47.060377
2860,-22.8927899,-47.0729831,-22.906214,-47.094809
2861,-22.9263472,-47.0399536,-22.9168661,-47.0477164
2862,-22.8698409,-47.0639756,-22.8938294,-47.0614311
2863,-22.8698409,-47.0639756,-22.88191,-47.072109
2864,-22.8698409,-47.0639756,-22.8647995,-47.0379364
2865,-22.8698409,-47.0639756,-22.8800985,-47.0614931
2866,-22.8846357,-47.05291039999999,-22.8838664,-47.0486665
2867,-22.8846357,-47.05291039999999,-22.9000312,-47.08412740000001
2868,-22.825663,-47.079898,-22.806865,-47.077063
2869,-22.825663,-47.079898,-22.799756,-47.07225
2870,-22.884712,-47.053449,-22.917348,-47.064061
2871,-22.9084417,-47.0576273,-22.901964,-47.065643
2872,-22.8071682,-47.0776126,-22.809296,-47.070316
2873,-22.8071682,-47.0776126,-22.822409,-47.071548
2874,-22.8071682,-47.0776126,-22.832374,-47.057517
2875,-22.8071682,-47.0776126,-22.813544,-47.023278
2876,-22.9012142,-47.0603836,-22.9147744,-47.1008185
2877,-22.9012142,-47.0603836,-22.92963,-47.061967
2878,-22.9012142,-47.0603836,-22.890287,-47.052855
2879,-22.9012142,-47.0603836,-22.91896,-47.046689
2880,-22.9012142,-47.0603836,-22.907002,-47.052885
2881,-22.9012142,-47.0603836,-22.91085,-47.088469
2882,-22.9012142,-47.0603836,-22.8918508,-47.053294
2883,-22.89123,-47.037198,-22.9101858,-47.0607214
2884,-22.8549551,-47.0511461,-22.8532006,-47.0489717
2885,-22.932825,-47.077649,-22.9512459,-47.0498093
2886,-22.8991657,-47.0510556,-22.8618611,-47.0515565
2887,-22.8334515,-47.07850759999999,-22.8254556,-47.07241070000001
2888,-22.8334515,-47.07850759999999,-22.811133,-47.075368
2889,-22.8334515,-47.07850759999999,-22.8236001,-47.0819011
2890,-22.9201154,-47.0585417,-22.916354,-47.094171
2891,-22.8977678,-47.0494574,-22.8887488,-47.0524863
2892,-22.880806,-47.049099,-22.895397,-47.047982
2893,-22.880806,-47.049099,-22.920269,-47.045588
2894,-22.880806,-47.049099,-22.89737,-47.042936
2895,-22.903009,-47.061324,-22.884489,-47.065592
2896,-22.8320639,-47.0785905,-22.851317,-47.048325
2897,-22.930326,-47.091974,-22.919301,-47.088264
2898,-22.906801,-47.109398,-22.933035,-47.094541
2899,-22.8914429,-47.0733536,-22.8885379,-47.06166630000001
2900,-22.8284656,-47.0794941,-22.8287926,-47.063766
2901,-22.853169,-47.03979,-22.860707,-47.036494
2902,-22.8920403,-47.0755309,-22.8817644,-47.0689717
2903,-22.8920403,-47.0755309,-22.911612,-47.11901
2904,-22.8786234,-47.04494210000001,-22.895796,-47.078397
2905,-22.8955312,-47.0476233,-22.914233,-47.045037
2906,-22.8955312,-47.0476233,-22.898041,-47.066631
2907,-22.8955312,-47.0476233,-22.8950227,-47.0551817
2908,-22.8955312,-47.0476233,-22.917742,-47.039954
2909,-22.8955312,-47.0476233,-22.898538,-47.057298
2910,-22.8364341,-47.0795396,-22.824982,-47.103878
2911,-22.869011,-47.045208,-22.905343,-47.039748
2912,-22.899252,-47.0515086,-22.866021,-47.025714
2913,-22.899252,-47.0515086,-22.9163541,-47.094171
2914,-22.8210339,-47.0814676,-22.789419,-47.071277
2915,-22.851655,-47.053729,-22.8020608,-47.0719696
2916,-22.851655,-47.053729,-22.820878,-47.072063
2917,-22.889416,-47.06551,-22.911018,-47.04157
2918,-22.9018267,-47.05509,-22.9203769,-47.1058157
2919,-22.9018267,-47.05509,-22.8472387,-47.0736322
2920,-22.8944635,-47.0804388,-22.892415,-47.099483
2921,-22.896793,-47.053342,-22.91807,-47.069014
2922,-22.896793,-47.053342,-22.906795,-47.049594
2923,-22.896793,-47.053342,-22.900035,-47.04669
2924,-22.8845076,-47.0576395,-22.8896874,-47.0214805
2925,-22.8845076,-47.0576395,-22.90278,-47.083264
2926,-22.8554089,-47.0490776,-22.815942,-47.011341
2927,-22.8554089,-47.0490776,-22.836371,-47.033101
2928,-22.8886465,-47.0347798,-22.90064,-47.059601
2929,-22.8864354,-47.0682205,-22.8968011,-47.092721
2930,-22.891916,-47.072962,-22.8779031,-47.052136
2931,-22.8924987,-47.027448,-22.921157,-47.017705
2932,-22.8924987,-47.027448,-22.900681,-47.027435
2933,-22.88596,-47.0687,-22.889809,-47.06466
2934,-22.8253776,-47.0793499,-22.8126,-47.07593
2935,-22.8253776,-47.0793499,-22.832437,-47.0965502
2936,-22.8253776,-47.0793499,-22.86013,-47.0681898
2937,-22.8253776,-47.0793499,-22.8267942,-47.08033529999999
2938,-22.899252,-47.0515086,-22.9059193,-47.0594104
2939,-22.899252,-47.0515086,-22.856707,-47.050324
2940,-22.899252,-47.0515086,-22.90618,-47.050371
2941,-22.899252,-47.0515086,-22.9050346,-47.0540874
2942,-22.8210339,-47.0814676,-22.8236036,-47.0883222
2943,-22.9093181,-47.0947389,-22.891405,-47.108094
2944,-22.9093181,-47.0947389,-22.890535,-47.085376
2945,-22.905657,-47.070652,-22.91138,-47.077731
2946,-22.905657,-47.070652,-22.897062,-47.060287
2947,-22.856112,-47.046622,-22.8578078,-47.0564522
2948,-22.856112,-47.046622,-22.85263,-47.052401
2949,-22.856112,-47.046622,-22.870459,-47.049446
2950,-22.856112,-47.046622,-22.853926,-47.018927
2951,-22.856112,-47.046622,-22.8617993,-47.0617803
2952,-22.8904484,-47.0488376,-22.919536,-47.044977
2953,-22.894807,-47.0550602,-22.8850633,-47.0855838
2954,-22.894807,-47.0550602,-22.928912,-47.032567
2955,-22.894807,-47.0550602,-22.852938,-47.050549
2956,-22.894807,-47.0550602,-22.8950382,-47.0562172
2957,-22.894807,-47.0550602,-22.897799,-47.0643683
2958,-22.894807,-47.0550602,-22.881077,-47.050678
2959,-22.8572834,-47.0684335,-22.8209307,-47.0761434
2960,-22.8572834,-47.0684335,-22.8258585,-47.0694777
2961,-22.8572834,-47.0684335,-22.82039,-47.078054
2962,-22.8572834,-47.0684335,-22.8480993,-47.085781
2963,-22.8572834,-47.0684335,-22.8546496,-47.0519405
2964,-22.931465,-47.062712,-22.9071758,-47.0453467
2965,-22.8591869,-47.0470944,-22.814164,-47.075437
2966,-22.8591869,-47.0470944,-22.8214248,-47.0880762
2967,-22.8932023,-47.0548405,-22.882336,-47.046088
2968,-22.8932023,-47.0548405,-22.889567,-47.056626
2969,-22.8932023,-47.0548405,-22.91326,-47.074018
2970,-22.8932023,-47.0548405,-22.9200337,-47.06842899999999
2971,-22.902353,-47.0608489,-22.93709,-47.057511
2972,-22.912953,-47.043578,-22.898155,-47.067256
2973,-22.88056,-47.048059,-22.8522094,-47.0464118
2974,-22.8977678,-47.0494574,-22.9125967,-47.0581795
2975,-22.8977678,-47.0494574,-22.8968257,-47.0465086
2976,-22.8977678,-47.0494574,-22.8969991,-47.0537949
2977,-22.8977678,-47.0494574,-22.919776,-47.08355
2978,-22.9025071,-47.0481715,-22.89623,-46.99015
2979,-22.902282,-47.057433,-22.9270882,-47.0490069
2980,-22.902282,-47.057433,-22.910742,-47.0576446
2981,-22.9010832,-47.049737,-22.903844,-47.051539
2982,-22.8890546,-47.04040089999999,-22.8567522,-47.06791459999999
2983,-22.82717,-47.077464,-22.8337816,-47.0773805
2984,-22.8320639,-47.0785905,-22.8078616,-47.0696654
2985,-22.8320639,-47.0785905,-22.824687,-47.072236
2986,-22.848518,-47.038976,-22.855023,-47.050051
2987,-22.909324,-47.094724,-22.9203769,-47.1058157
2988,-22.8882589,-47.0656436,-22.883046,-47.065261
2989,-22.864497,-47.022792,-22.8856966,-47.0565479
2990,-22.8914429,-47.0733536,-22.906971,-47.095976
2991,-22.8914429,-47.0733536,-22.90639,-47.052136
2992,-22.8914429,-47.0733536,-22.8491701,-47.052909
2993,-22.8284656,-47.0794941,-22.847292,-47.087695
2994,-22.853169,-47.03979,-22.881037,-47.038031
2995,-22.909324,-47.0947239,-22.931232,-47.088969
2996,-22.909324,-47.0947239,-22.8924841,-47.1002714
2997,-22.909324,-47.0947239,-22.8934955,-47.0860923
2998,-22.909324,-47.0947239,-22.889088,-47.090834
2999,-22.909324,-47.0947239,-22.900055,-47.105149
3000,-22.8920403,-47.0755309,-22.9163541,-47.094171
3001,-22.8920403,-47.0755309,-22.912587,-47.103634
3002,-22.8920403,-47.0755309,-22.93923,-47.048359
3003,-22.8920403,-47.0755309,-22.896134,-47.076027
3004,-22.8920403,-47.0755309,-22.888254,-47.087858
3005,-22.909324,-47.0947239,-22.9125077,-47.0636556
3006,-22.909324,-47.0947239,-22.9065913,-47.08440479999999
3007,-22.8720078,-47.0292625,-22.893105,-47.007007
3008,-22.8720078,-47.0292625,-22.852209,-47.046412
3009,-22.8720078,-47.0292625,-22.8928298,-47.03691449999999
3010,-22.8720078,-47.0292625,-22.8529345,-47.0505764
3011,-22.8720078,-47.0292625,-22.897515,-47.060315
3012,-22.8720078,-47.0292625,-22.8628314,-47.0559494
3013,-22.8720078,-47.0292625,-22.890431,-47.010129
3014,-22.856212,-47.067248,-22.8745919,-47.0339843
3015,-22.8662783,-47.0443377,-22.9003804,-47.0596238
3016,-22.8611145,-47.06481,-22.850888,-47.074593
3017,-22.8927899,-47.0729831,-22.897703,-47.056019
3018,-22.8927899,-47.0729831,-22.8514776,-47.0484796
3019,-22.8927899,-47.0729831,-22.8813594,-47.066548
3020,-22.8927899,-47.0729831,-22.889167,-47.090696
3021,-22.9263472,-47.0399536,-22.9209163,-47.04983670000001
3022,-22.913942,-47.10255,-22.9019992,-47.0951166
3023,-22.8698409,-47.0639756,-22.8458393,-47.0724618
3024,-22.8698409,-47.0639756,-22.8473641,-47.07047619999999
3025,-22.9168162,-47.0574979,-22.911258,-47.054861
3026,-22.8549287,-47.0505574,-22.8295695,-47.0761981
3027,-22.8549287,-47.0505574,-22.8064613,-47.06935540000001
3028,-22.8893437,-47.0653223,-22.855235,-47.072004
3029,-22.8893437,-47.0653223,-22.912102,-47.052954
3030,-22.8893437,-47.0653223,-22.899897,-47.066237
3031,-22.8893437,-47.0653223,-22.884115,-47.054723
3032,-22.89493,-47.080433,-22.919405,-47.071714
3033,-22.9015562,-47.0600604,-22.859974,-47.058869
3034,-22.8791436,-47.0454802,-22.8542022,-47.0365948
3035,-22.9168303,-47.0868925,-22.929705,-47.081551
3036,-22.9168303,-47.0868925,-22.898301,-47.0620654
3037,-22.9168303,-47.0868925,-22.912603,-47.055574
3038,-22.8279748,-47.079762,-22.8546068,-47.048581
3039,-22.862719,-47.023881,-22.8203823,-47.083616
3040,-22.937549,-47.049996,-22.924289,-47.068287
3041,-22.937549,-47.049996,-22.93278,-47.035024
3042,-22.820567,-47.082906,-22.823147,-47.094275
3043,-22.8977683,-47.0626547,-22.8504733,-47.0360661
3044,-22.923449,-47.039774,-22.9210556,-47.0781679
3045,-22.90904,-47.0940713,-22.905962,-47.078579
3046,-22.9087525,-47.0574942,-22.9175557,-47.0505099
3047,-22.9087525,-47.0574942,-22.946689,-47.050334
3048,-22.9087525,-47.0574942,-22.9281177,-47.0735817
3049,-22.8251501,-47.0721787,-22.793453,-47.024981
3050,-22.879683,-47.043476,-22.906347,-47.057189
3051,-22.9016748,-47.0561675,-22.9080826,-47.0966296
3052,-22.9016748,-47.0561675,-22.8990601,-47.0655901
3053,-22.9016748,-47.0561675,-22.926655,-47.036164
3054,-22.8933463,-47.0554964,-22.8950227,-47.0551817
3055,-22.9096387,-47.06097030000001,-22.8978657,-47.0734905
3056,-22.9096387,-47.06097030000001,-22.911442,-47.098923
3057,-22.828636,-47.098185,-22.8344336,-47.0811026
3058,-22.8915081,-47.0690609,-22.893088,-47.07796
3059,-22.8915081,-47.0690609,-22.918761,-47.039091
3060,-22.8915081,-47.0690609,-22.885338,-47.026302
3061,-22.8915081,-47.0690609,-22.9387192,-47.06317199999999
3062,-22.848196,-47.063187,-22.850767,-47.071569
3063,-22.896085,-47.051915,-22.899447,-47.045195
