,origin_latitude,origin_longitude,destination_latitude,destination_longitude
175,-22.8893437,-47.0653223,-22.8473633,-47.0385141
176,-22.89493,-47.080433,-22.8977361,-47.0591383
177,-22.8279748,-47.079762,-22.827453,-47.098365
178,-22.888866,-47.0777958,-22.9033858,-47.048291
179,-22.862719,-47.023881,-22.902365,-47.075089
180,-22.862719,-47.023881,-22.821642,-47.073412
181,-22.862719,-47.023881,-22.8609487,-47.0325232
182,-22.937549,-47.049996,-22.904947,-47.030218
183,-22.937549,-47.049996,-22.932011,-47.052032
184,-22.937549,-47.049996,-22.9284832,-47.0364979
185,-22.820567,-47.082906,-22.8246558,-47.06782519999999
186,-22.8259457,-47.0797949,-22.813759,-47.079625
187,-22.8259457,-47.0797949,-22.7909427,-47.0827694
188,-22.9018267,-47.05509,-22.892395,-47.070289
189,-22.921799,-47.063028,-22.8825488,-47.06666740000001
190,-22.8886465,-47.0347798,-22.938281,-47.062123
191,-22.8864354,-47.0682205,-22.920377,-47.105816
192,-22.8924987,-47.027448,-22.900356,-47.059481
193,-22.891916,-47.072962,-22.911494,-47.048758
194,-22.891916,-47.072962,-22.88828,-47.073085
195,-22.8322179,-47.0976061,-22.8295695,-47.0761981
196,-22.8252485,-47.06727129999999,-22.791598,-47.080929
197,-22.88902,-47.056382,-22.8912339,-47.0543317
198,-22.9307355,-47.03701359999999,-22.921445,-47.042577
199,-22.923449,-47.039774,-22.928428,-47.036468
200,-22.90904,-47.0940713,-22.9006993,-47.0541019
201,-22.8882477,-47.0587772,-22.904355,-47.052209
202,-22.879683,-47.043476,-22.907005,-47.031579
203,-22.825296,-47.0794852,-22.81729,-47.075283
204,-22.868329,-47.0366924,-22.850342,-47.031524
205,-22.868329,-47.0366924,-22.8523983,-47.0351382
206,-22.9096387,-47.06097030000001,-22.900623,-47.054168
207,-22.9096387,-47.06097030000001,-22.8963278,-47.0744508
208,-22.9096387,-47.06097030000001,-22.890998,-47.049858
209,-22.9096387,-47.06097030000001,-22.899618,-47.049121
210,-22.828636,-47.098185,-22.8161864,-47.0754869
211,-22.828636,-47.098185,-22.8254385,-47.1030463
212,-22.8915081,-47.0690609,-22.89583,-47.009406
213,-22.8915081,-47.0690609,-22.897922,-47.050184
214,-22.8915081,-47.0690609,-22.9466916,-47.049494
215,-22.8915081,-47.0690609,-22.9054293,-47.0873842
216,-22.8915081,-47.0690609,-22.882777,-47.063415
217,-22.9100135,-47.0953841,-22.9064146,-47.0958289
218,-22.8958866,-47.0752805,-22.85609,-47.045891
219,-22.891767,-47.0472336,-22.896185,-47.05438
220,-22.891767,-47.0472336,-22.884707,-47.051699
221,-22.891767,-47.0472336,-22.895486,-47.048553
222,-22.828799,-47.0788434,-22.833097,-47.096447
223,-22.8767846,-47.043745,-22.8797966,-47.0501629
224,-22.8924987,-47.027448,-22.889389,-47.012299
225,-22.862684,-47.023656,-22.838932,-47.030452
226,-22.891718,-47.061089,-22.906324,-47.066005
227,-22.885424,-47.05695,-22.896906,-47.061097
228,-22.8805601,-47.0480585,-22.9328226,-47.03821199999999
229,-22.851655,-47.053729,-22.814164,-47.075437
230,-22.8904484,-47.0488376,-22.8862092,-47.0394377
231,-22.8945742,-47.0484365,-22.885697,-47.056548
232,-22.8945742,-47.0484365,-22.9163029,-47.0443789
233,-22.8945742,-47.0484365,-22.904205,-47.05255
234,-22.894807,-47.0550602,-22.9515227,-47.0550675
235,-22.894807,-47.0550602,-22.879764,-47.0545451
236,-22.894807,-47.0550602,-22.9149927,-47.05341749999999
237,-22.894807,-47.0550602,-22.856941,-47.066476
238,-22.894807,-47.0550602,-22.907935,-47.088454
239,-22.894807,-47.0550602,-22.888847,-47.087998
240,-22.894807,-47.0550602,-22.9288,-47.091209
241,-22.894807,-47.0550602,-22.8490833,-47.0722006
242,-22.894807,-47.0550602,-22.926655,-47.036164
243,-22.8572834,-47.0684335,-22.849549,-47.050864
244,-22.8572834,-47.0684335,-22.82131,-47.0726
245,-22.8932023,-47.0548405,-22.9325707,-47.0513084
246,-22.8932023,-47.0548405,-22.9328719,-47.0935228
247,-22.8932023,-47.0548405,-22.91152,-47.083676
248,-22.8932023,-47.0548405,-22.898316,-47.035003
249,-22.8932023,-47.0548405,-22.8410309,-47.0381768
250,-22.8932023,-47.0548405,-22.892951,-47.053268
251,-22.8932023,-47.0548405,-22.91412,-47.1043
252,-22.8932023,-47.0548405,-22.9020419,-47.0697314
253,-22.90904,-47.0940713,-22.920161,-47.0653729
254,-22.90904,-47.0940713,-22.923281,-47.097731
255,-22.902282,-47.057433,-22.9051156,-47.0826184
256,-22.902282,-47.057433,-22.9423786,-47.04951020000001
257,-22.902282,-47.057433,-22.8568085,-47.0566129
258,-22.90609,-47.058429,-22.906697,-47.064994
259,-22.90609,-47.058429,-22.903325,-47.032904
260,-22.8779804,-47.0443703,-22.90156,-47.048847
261,-22.864497,-47.022792,-22.853454,-47.05433
262,-22.909324,-47.094724,-22.9017041,-47.0777151
263,-22.8893437,-47.0653223,-22.8549801,-47.0448303
264,-22.8893437,-47.0653223,-22.883659,-47.062249
265,-22.89493,-47.080433,-22.8936842,-47.0711206
266,-22.89493,-47.080433,-22.8755023,-47.0627817
267,-22.89493,-47.080433,-22.895759,-47.074005
268,-22.89493,-47.080433,-22.9001332,-47.079216
269,-22.9015562,-47.0600604,-22.9131301,-47.0852795
270,-22.826736,-47.080362,-22.819641,-47.076135
271,-22.937549,-47.049996,-22.939906,-47.047791
272,-22.937549,-47.049996,-22.9124403,-47.0769325
273,-22.856112,-47.046622,-22.8737591,-47.0330484
274,-22.856112,-47.046622,-22.852117,-47.046164
275,-22.856112,-47.046622,-22.83635,-47.053581
276,-22.8253776,-47.0793499,-22.817393,-47.07697
277,-22.8253776,-47.0793499,-22.820036,-47.072197
278,-22.8253776,-47.0793499,-22.8214248,-47.0880762
279,-22.8253776,-47.0793499,-22.882947,-47.067388
280,-22.899252,-47.0515086,-22.8520207,-47.0460204
281,-22.8481958,-47.06318719999999,-22.838331,-47.053957
282,-22.900663,-47.051109,-22.920824,-47.0446761
283,-22.900663,-47.051109,-22.899242,-47.05532
284,-22.900663,-47.051109,-22.894597,-47.027689
285,-22.8955312,-47.0476233,-22.9426356,-47.0388307
286,-22.8955312,-47.0476233,-22.920817,-47.018041
287,-22.882129,-47.065982,-22.881523,-47.047099
288,-22.8842612,-47.0320067,-22.847474,-47.042779
289,-22.909451,-47.092939,-22.911037,-47.094556
290,-22.8364341,-47.0795396,-22.8178193,-47.09105539999999
291,-22.8364341,-47.0795396,-22.837174,-47.05528
292,-22.868982,-47.045134,-22.855755,-47.046787
293,-22.868982,-47.045134,-22.816351,-47.028434
294,-22.868982,-47.045134,-22.917804,-47.086759
295,-22.868982,-47.045134,-22.818612,-47.074184
296,-22.868982,-47.045134,-22.823575,-47.034196
297,-22.868982,-47.045134,-22.859272,-47.038096
298,-22.868982,-47.045134,-22.85344,-47.047042
299,-22.868982,-47.045134,-22.8280181,-47.07689300000001
300,-22.868982,-47.045134,-22.901974,-47.0683183
301,-22.868982,-47.045134,-22.904247,-47.051657
302,-22.868982,-47.045134,-22.8219934,-47.0736706
303,-22.868982,-47.045134,-22.893253,-47.043676
304,-22.868982,-47.045134,-22.81827,-47.088697
305,-22.868982,-47.045134,-22.873774,-47.040262
306,-22.905657,-47.070652,-22.889495,-47.078385
307,-22.905657,-47.070652,-22.908005,-47.065633
308,-22.905657,-47.070652,-22.901284,-47.076897
309,-22.8915256,-47.0611617,-22.917616,-47.058025
310,-22.912953,-47.043578,-22.9047781,-47.0431548
311,-22.9025071,-47.0481715,-22.894408,-47.059912
312,-22.8979459,-47.0637839,-22.900729,-47.065924
313,-22.8568548,-47.0462289,-22.9081942,-47.0372116
314,-22.8285676,-47.07890690000001,-22.7948994,-47.0712204
315,-22.794318,-47.07329,-22.8140997,-47.0259133
316,-22.935764,-47.03634,-22.91574,-47.036506
317,-22.9201154,-47.0585417,-22.928706,-47.066113
318,-22.9201154,-47.0585417,-22.902573,-47.074983
319,-22.9201154,-47.0585417,-22.9272944,-47.1018502
320,-22.8240909,-47.0803259,-22.806824,-47.065776
321,-22.885527,-47.058245,-22.8750455,-47.0612514
322,-22.903993,-47.057262,-22.90507,-47.049606
323,-22.9168303,-47.0868925,-22.9048432,-47.101691
324,-22.8932272,-47.05491019999999,-22.895883,-47.056453
325,-22.903427,-47.054871,-22.911055,-47.034264
326,-22.903427,-47.054871,-22.915685,-47.053401
327,-22.937549,-47.049996,-22.9213,-47.073116
328,-22.890384,-47.053835,-22.8546496,-47.0519405
329,-22.890384,-47.053835,-22.933374,-47.0543639
330,-22.890384,-47.053835,-22.890377,-47.053836
331,-22.8977678,-47.0494574,-22.898215,-47.078506
332,-22.880806,-47.049099,-22.8695161,-47.0343754
333,-22.903009,-47.061324,-22.9135364,-47.0890289
334,-22.872089,-47.062993,-22.89785,-47.0273477
335,-22.825543,-47.081514,-22.818662,-47.075901
336,-22.904055,-47.060317,-22.927665,-47.041902
337,-22.8320639,-47.0785905,-22.8169352,-47.0741417
338,-22.930326,-47.091974,-22.9159,-47.089304
339,-22.930326,-47.091974,-22.9233675,-47.0815004
340,-22.885406,-47.0571898,-22.9004471,-47.0626919
341,-22.8926308,-47.0601457,-22.9299638,-47.05144110000001
342,-22.898313,-47.06468,-22.918191,-47.068366
343,-22.9017198,-47.0546795,-22.919366,-47.089844
344,-22.851655,-47.053729,-22.816383,-47.094837
345,-22.851655,-47.053729,-22.852395,-47.05369169999999
346,-22.851655,-47.053729,-22.806862,-47.06806
347,-22.896555,-47.052089,-22.923278,-47.040827
348,-22.9092141,-47.0451312,-22.9266549,-47.0361641
349,-22.882316,-47.066612,-22.8895616,-47.0566878
350,-22.882316,-47.066612,-22.85758,-47.054321
351,-22.8284656,-47.0794941,-22.824765,-47.079927
352,-22.8284656,-47.0794941,-22.883982,-47.067886
353,-22.853169,-47.03979,-22.892735,-47.074079
354,-22.909324,-47.0947239,-22.91964,-47.104576
355,-22.909324,-47.0947239,-22.925677,-47.1008533
356,-22.909324,-47.0947239,-22.9121864,-47.1072905
357,-22.8920403,-47.0755309,-22.9087,-47.078228
358,-22.8920403,-47.0755309,-22.9297174,-47.0591721
359,-22.8786234,-47.04494210000001,-22.848001,-47.028194
360,-22.892635,-47.077042,-22.90688,-47.059959
361,-22.9207091,-47.0852807,-22.9125746,-47.0969322
362,-22.9207091,-47.0852807,-22.93967,-47.049867
363,-22.891767,-47.0472336,-22.8971017,-47.0546875
364,-22.891767,-47.0472336,-22.896726,-47.050948
365,-22.934893,-47.048287,-22.900993,-47.068982
366,-22.8767846,-47.043745,-22.8761912,-47.0423579
367,-22.8767846,-47.043745,-22.88141,-47.039844
368,-22.8924987,-47.027448,-22.890173,-47.041538
369,-22.926649,-47.081271,-22.909775,-47.0916566
370,-22.824465,-47.082843,-22.804751,-47.066902
371,-22.824465,-47.082843,-22.820675,-47.074365
372,-22.918173,-47.040697,-22.910928,-47.036316
373,-22.885424,-47.05695,-22.912379,-47.037526
374,-22.9114499,-47.0836061,-22.922059,-47.1078
375,-22.8805601,-47.0480585,-22.880268,-47.03803629999999
376,-22.8922648,-47.0526573,-22.8840591,-47.0748785
377,-22.892523,-47.027427,-22.8712374,-47.0311753
378,-22.863353,-47.023497,-22.825104,-47.074107
379,-22.8924987,-47.027448,-22.8887586,-47.0331966
380,-22.8924987,-47.027448,-22.8895795,-47.0321057
381,-22.8924987,-47.027448,-22.880285,-47.022733
382,-22.9016,-47.050799,-22.926655,-47.036164
383,-22.869957,-47.041537,-22.9009697,-47.06003159999999
384,-22.9006983,-47.0595585,-22.8689031,-47.0423593
385,-22.8882477,-47.0587772,-22.938561,-47.03544
386,-22.9087525,-47.0574942,-22.908753,-47.061021
387,-22.9087525,-47.0574942,-22.9022335,-47.0617586
388,-22.9087525,-47.0574942,-22.93014,-47.065629
389,-22.9087525,-47.0574942,-22.8924521,-47.0709348
390,-22.9008338,-47.0542735,-22.9108352,-47.0761268
391,-22.88902,-47.056382,-22.875347,-47.042861
392,-22.9016748,-47.0561675,-22.8608848,-47.054047
393,-22.9016748,-47.0561675,-22.9078972,-47.0935191
394,-22.8933463,-47.0554964,-22.9266549,-47.0361641
395,-22.868329,-47.0366924,-22.8742703,-47.0691785
396,-22.9096387,-47.06097030000001,-22.8793406,-47.0445048
397,-22.828636,-47.098185,-22.822188,-47.077936
398,-22.8915081,-47.0690609,-22.923575,-47.034359
399,-22.8915081,-47.0690609,-22.856525,-47.072634
400,-22.8915081,-47.0690609,-22.91936,-47.041249
401,-22.8915081,-47.0690609,-22.8419224,-47.0490298
402,-22.8690109,-47.0452076,-22.88141,-47.039844
403,-22.8690109,-47.0452076,-22.88342,-47.034437
404,-22.9227222,-47.0515361,-22.891195,-47.056849
405,-22.891271,-47.076905,-22.9003302,-47.080989
406,-22.8958866,-47.0752805,-22.896778,-47.076396
407,-22.863402,-47.023324,-22.893253,-47.043676
408,-22.900086,-47.0505038,-22.904827,-47.002512
409,-22.900086,-47.0505038,-22.84628,-47.059021
410,-22.8832655,-47.0613763,-22.871985,-47.05979
411,-22.9212285,-47.0540593,-22.92619,-47.055559
412,-22.909324,-47.094724,-22.936355,-47.095674
413,-22.900692,-47.063909,-22.921133,-47.061468
414,-22.8882589,-47.0656436,-22.892382,-47.078472
415,-22.8882589,-47.0656436,-22.8812305,-47.0728441
416,-22.8720078,-47.0292625,-22.905973,-47.048214
417,-22.8720078,-47.0292625,-22.902361,-47.056163
418,-22.8720078,-47.0292625,-22.889575,-47.044201
419,-22.8720078,-47.0292625,-22.866196,-47.06108649999999
420,-22.856212,-47.067248,-22.820458,-47.071519
421,-22.856212,-47.067248,-22.8273241,-47.0785496
422,-22.8662783,-47.0443377,-22.869945,-47.034916
423,-22.818974,-47.0929071,-22.8506032,-47.071721
424,-22.818974,-47.0929071,-22.8214978,-47.0788994
425,-22.8611145,-47.06481,-22.8536505,-47.0460406
426,-22.8611145,-47.06481,-22.883286,-47.047243
427,-22.8927899,-47.0729831,-22.8983993,-47.0742515
428,-22.8698409,-47.0639756,-22.89545,-47.093444
429,-22.8698409,-47.0639756,-22.832013,-47.076778
430,-22.9217963,-47.0403695,-22.888465,-47.032079
431,-22.9168162,-47.0574979,-22.900771,-47.061852
432,-22.894164,-47.078684,-22.888465,-47.032079
433,-22.894164,-47.078684,-22.928427,-47.0360594
434,-22.894164,-47.078684,-22.8982475,-47.0785798
435,-22.822768,-47.0823232,-22.8336462,-47.0964938
436,-22.825663,-47.079898,-22.809674,-47.071259
437,-22.8071682,-47.0776126,-22.8546496,-47.0519405
438,-22.8071682,-47.0776126,-22.830511,-47.07654
439,-22.8071682,-47.0776126,-22.8207977,-47.0772551
440,-22.8071682,-47.0776126,-22.855577,-47.047259
441,-22.8071682,-47.0776126,-22.8206304,-47.0931691
442,-22.8071682,-47.0776126,-22.8246043,-47.0703815
443,-22.8071682,-47.0776126,-22.816768,-47.073997
444,-22.8071682,-47.0776126,-22.808864,-47.067282
445,-22.9207865,-47.0572186,-22.9266549,-47.0361641
446,-22.9207865,-47.0572186,-22.8961465,-47.0594304
447,-22.9012142,-47.0603836,-22.891851,-47.053294
448,-22.9012142,-47.0603836,-22.9009555,-47.050966
449,-22.9012142,-47.0603836,-22.913915,-47.080224
450,-22.9012142,-47.0603836,-22.92747,-47.102068
451,-22.9012142,-47.0603836,-22.951523,-47.055068
452,-22.9012142,-47.0603836,-22.846687,-47.052435
453,-22.89123,-47.037198,-22.8904315,-47.0101293
454,-22.932825,-47.077649,-22.928287,-47.073236
455,-22.827828,-47.097987,-22.823147,-47.094275
456,-22.8991657,-47.0510556,-22.889618,-47.049857
457,-22.8991657,-47.0510556,-22.892824,-47.0495023
458,-22.8991657,-47.0510556,-22.850905,-47.054048
459,-22.8334515,-47.07850759999999,-22.8158664,-47.0738303
460,-22.8334515,-47.07850759999999,-22.8233457,-47.0870956
461,-22.8334515,-47.07850759999999,-22.825637,-47.068519
462,-22.889408,-47.031665,-22.901708,-47.045322
463,-22.82091,-47.082655,-22.818873,-47.083582
464,-22.92634,-47.039755,-22.923761,-47.056496
465,-22.8561834,-47.0462152,-22.819398,-47.074385
466,-22.8561834,-47.0462152,-22.8299791,-47.0761402
467,-22.896872,-47.078092,-22.912504,-47.083944
468,-22.8857804,-47.0689055,-22.9333741,-47.05997989999999
469,-22.8883458,-47.0767988,-22.890331,-47.095997
470,-22.8256946,-47.0795132,-22.8155368,-47.0760868
471,-22.8256946,-47.0795132,-22.819991,-47.070658
472,-22.8256946,-47.0795132,-22.8214978,-47.0788994
473,-22.8256946,-47.0795132,-22.818478,-47.076246
474,-22.8256946,-47.0795132,-22.823086,-47.069272
475,-22.8256946,-47.0795132,-22.8543746,-47.0674869
476,-22.8256946,-47.0795132,-22.816167,-47.067631
477,-22.8256946,-47.0795132,-22.8396863,-47.0536331
478,-22.8232454,-47.0701065,-22.820458,-47.071519
479,-22.8232454,-47.0701065,-22.827902,-47.074099
480,-22.9101459,-47.08230349999999,-22.915116,-47.081936
481,-22.8934464,-47.0566484,-22.919224,-47.040196
482,-22.937552,-47.049975,-22.935448,-47.049367
483,-22.937552,-47.049975,-22.923456,-47.021944
484,-22.937552,-47.049975,-22.92811,-47.035651
485,-22.9053992,-47.0511287,-22.8839767,-47.0449411
486,-22.920851,-47.076066,-22.936287,-47.054744
487,-22.8768806,-47.0415353,-22.880982,-47.034416
488,-22.9212285,-47.0540593,-22.90666,-47.029459
489,-22.909324,-47.094724,-22.9051852,-47.06493529999999
490,-22.8882589,-47.0656436,-22.888994,-47.066281
491,-22.8882589,-47.0656436,-22.85832,-47.067861
492,-22.8720078,-47.0292625,-22.896444,-47.055224
493,-22.8720078,-47.0292625,-22.851317,-47.048325
494,-22.8720078,-47.0292625,-22.8888172,-47.051346
